user_id,login_hour,session_duration,ip_address,failed_attempts,day_of_week,event_type,timestamp,is_business_hours,is_night,is_weekend,short_session,long_session,high_failed_attempts,night_weekend,night_weekday,failed_night,ip_last_octet,ip_risk,true_anomaly,predicted_anomaly,final_anomaly,anomaly_score
user_1,3,31,192.168.1.213,2,5,login,2025-03-24 03:21:37.129179,0,1,1,0,0,0,1,0,2,213,1,1,1,1,0.7683552040425308
user_6,23,90,192.168.1.180,3,3,login,2025-03-18 23:12:37.140207,0,1,0,0,0,1,0,1,3,180,0,1,0,0,0.6836434347828805
user_4,7,53,192.168.1.107,4,0,login,2025-03-21 07:05:37.165334,0,0,0,0,0,1,0,0,0,107,0,1,0,0,0.7655758092834212
user_2,1,9,192.168.1.207,9,5,login,2025-04-06 01:12:37.109534,0,1,1,0,0,1,1,0,9,207,1,1,1,1,-1.0900905547354987
user_5,16,37,192.168.1.51,3,6,login,2025-04-07 16:11:37.127175,1,0,1,0,0,1,0,0,0,51,0,1,0,0,0.3072799687930149
user_4,0,27,192.168.1.185,0,2,login,2025-03-22 00:26:37.128177,0,1,0,0,0,0,0,1,0,185,0,1,0,0,0.1593337255722212
user_3,22,88,192.168.1.17,4,2,login,2025-03-27 22:46:37.172408,0,0,0,0,0,1,0,0,0,17,0,1,0,0,0.8127460891813881
user_5,12,64,192.168.1.87,3,3,login,2025-03-23 12:15:37.158322,1,0,0,0,0,1,0,0,0,87,0,1,0,0,1.196195106465486
user_9,18,88,192.168.1.44,4,4,login,2025-03-21 18:41:37.173410,1,0,0,0,0,1,0,0,0,44,0,1,0,0,0.6234431234195423
user_9,12,76,192.168.1.59,1,4,logout,2025-03-30 12:28:37.164333,1,0,0,0,0,0,0,0,0,59,0,0,0,0,0.9212623841375354
user_8,1,35,192.168.1.189,3,5,login,2025-03-17 01:31:37.150228,0,1,1,0,0,1,1,0,3,189,0,1,0,0,0.5163505332961582
user_4,16,28,192.168.1.49,8,0,login,2025-03-16 16:07:37.115049,1,0,0,0,0,1,0,0,0,49,0,1,1,1,-0.3418111530606006
user_1,9,79,192.168.1.224,4,0,login,2025-03-14 09:48:37.116054,1,0,0,0,0,1,0,0,0,224,1,1,0,0,0.3330925576124597
user_3,19,98,192.168.1.4,3,2,login,2025-03-22 19:30:37.131183,0,0,0,0,0,1,0,0,0,4,1,1,0,0,1.0817196374525428
user_4,15,52,192.168.1.54,0,6,login,2025-03-17 15:56:37.125171,1,0,1,0,0,0,0,0,0,54,0,0,0,0,0.21373397702240002
user_4,19,56,192.168.1.218,1,2,login,2025-03-23 19:12:37.116054,0,0,0,0,0,0,0,0,0,218,1,0,0,0,1.1123367450688015
user_7,10,21,192.168.1.240,3,1,login,2025-03-29 10:36:37.147222,1,0,0,0,0,1,0,0,0,240,1,1,0,0,0.6364515031959377
user_3,18,114,192.168.1.152,9,6,login,2025-04-07 18:08:37.104512,1,0,1,0,0,1,0,0,0,152,0,1,1,1,-1.3654266019665162
