user_id,login_hour,session_duration,ip_address,failed_attempts,day_of_week,event_type,timestamp
user_1,22,79,192.168.1.48,2,3,login,2025-03-13 22:10:37.131183
user_5,22,16,192.168.1.188,2,5,login,2025-03-20 22:21:37.152309
user_6,14,4,192.168.1.152,0,0,login,2025-04-09 14:21:37.150228
user_3,7,103,192.168.1.112,3,3,login,2025-04-09 07:38:37.130181
user_9,12,76,192.168.1.39,3,2,login,2025-03-30 12:40:37.168401
user_5,19,24,192.168.1.75,3,3,login,2025-04-07 19:54:37.128177
user_4,5,3,192.168.1.162,1,4,login,2025-03-21 05:07:37.142210
user_1,1,94,192.168.1.44,2,5,login,2025-03-28 01:26:37.130181
user_10,17,15,192.168.1.78,2,3,login,2025-03-25 17:09:37.173410
user_10,18,20,192.168.1.10,0,1,login,2025-03-24 18:07:37.120064
user_7,16,119,192.168.1.31,2,6,login,2025-04-05 16:20:37.121150
user_10,14,2,192.168.1.30,1,5,login,2025-04-04 14:19:37.174412
user_1,17,52,192.168.1.84,0,4,login,2025-04-10 17:50:37.151229
user_2,1,56,192.168.1.160,0,0,login,2025-03-19 01:43:37.127175
user_1,15,47,192.168.1.67,3,4,login,2025-03-13 15:24:37.132184
user_10,8,95,192.168.1.69,6,1,login,2025-04-06 08:40:37.113542
user_5,9,99,192.168.1.243,4,1,login,2025-03-26 09:01:37.129179
user_10,3,22,192.168.1.247,1,4,login,2025-04-11 03:19:37.154313
user_8,18,118,192.168.1.161,2,0,login,2025-04-04 18:00:37.145216
user_6,11,102,192.168.1.82,4,0,login,2025-03-27 11:36:37.159324
user_8,23,105,192.168.1.57,3,6,login,2025-03-23 23:49:37.122163
user_7,17,44,192.168.1.125,4,1,logout,2025-03-28 17:16:37.142210
user_7,21,89,192.168.1.192,0,6,login,2025-04-04 21:35:37.162329
user_2,9,7,192.168.1.82,4,1,login,2025-04-08 09:59:37.136199
user_5,2,96,192.168.1.160,3,0,login,2025-04-02 02:13:37.129179
user_2,5,23,192.168.1.203,9,1,login,2025-04-09 05:41:37.109534
user_6,4,98,192.168.1.10,1,5,login,2025-03-27 04:28:37.143212
user_4,2,71,192.168.1.152,0,5,login,2025-03-13 02:59:37.169403
user_9,12,54,192.168.1.34,2,2,login,2025-03-15 12:06:37.163331
user_1,17,41,192.168.1.238,1,1,login,2025-03-15 17:26:37.124170
user_9,0,97,192.168.1.78,2,3,login,2025-03-23 00:52:37.174412
user_5,23,77,192.168.1.50,0,3,login,2025-04-09 23:52:37.141208
user_9,0,180,192.168.1.239,1,6,login,2025-03-25 14:44:37.104512
user_8,3,1,192.168.1.186,1,0,login,2025-03-27 13:50:37.098494
user_1,8,94,192.168.1.169,4,1,login,2025-03-26 08:59:37.132184
user_1,2,0,192.168.1.94,3,3,login,2025-04-03 18:26:37.111538
user_3,2,180,192.168.1.14,4,6,login,2025-03-28 14:40:37.101507
user_4,22,108,192.168.1.240,0,1,login,2025-03-23 22:29:37.116054
user_2,11,50,192.168.1.39,2,5,login,2025-03-21 11:29:37.169403
user_3,17,45,192.168.1.241,0,4,login,2025-03-30 17:30:37.121150
user_3,4,71,192.168.1.199,2,0,login,2025-04-07 04:23:37.119062
user_1,0,1,192.168.1.205,3,2,login,2025-04-09 06:41:37.113542
user_6,22,109,192.168.1.30,4,6,login,2025-04-10 22:03:37.126173
user_10,8,59,192.168.1.129,1,3,login,2025-04-07 08:23:37.162329
user_7,2,1,192.168.1.251,3,1,login,2025-03-30 20:40:37.105527
user_7,9,101,192.168.1.101,2,3,login,2025-03-18 09:45:37.138203
user_5,22,58,192.168.1.230,0,2,logout,2025-04-08 22:19:37.160326
user_6,3,57,192.168.1.191,0,5,login,2025-04-02 03:49:37.117058
user_9,15,25,192.168.1.67,4,0,login,2025-03-26 15:29:37.166336
user_5,3,0,192.168.1.194,3,0,login,2025-03-14 14:36:37.111538
user_6,8,17,192.168.1.152,3,2,login,2025-03-27 08:16:37.170405
user_7,5,55,192.168.1.145,3,6,login,2025-04-06 05:28:37.154313
user_9,20,98,192.168.1.156,1,0,login,2025-04-11 20:19:37.157320
user_7,3,25,192.168.1.203,3,0,login,2025-03-25 03:33:37.162329
user_9,22,97,192.168.1.65,3,5,login,2025-03-30 22:55:37.146220
user_7,14,5,192.168.1.54,0,0,login,2025-04-04 14:49:37.132184
user_2,9,51,192.168.1.228,3,2,login,2025-03-21 09:52:37.156316
user_1,3,1,192.168.1.93,0,6,login,2025-03-28 18:18:37.113542
user_6,11,67,192.168.1.228,4,2,login,2025-03-19 11:59:37.149226
user_1,3,108,192.168.1.250,7,5,login,2025-03-14 03:53:37.106529
user_1,2,13,192.168.1.201,1,4,login,2025-03-19 02:59:37.148224
user_2,22,39,192.168.1.85,3,1,login,2025-04-10 22:04:37.119062
user_8,6,78,192.168.1.11,1,6,login,2025-03-16 06:31:37.169403
user_3,9,17,192.168.1.75,1,2,login,2025-03-15 09:16:37.142210
user_6,7,11,192.168.1.48,0,3,logout,2025-04-04 07:35:37.136199
user_3,8,116,192.168.1.114,0,1,login,2025-04-11 08:47:37.150228
user_6,17,19,192.168.1.245,0,6,login,2025-03-15 17:28:37.173410
user_8,9,23,192.168.1.180,1,1,login,2025-03-24 09:14:37.145216
user_5,7,22,192.168.1.110,0,2,login,2025-03-29 07:29:37.158322
user_10,18,17,192.168.1.56,2,3,logout,2025-03-17 18:42:37.142210
user_6,6,39,192.168.1.5,1,0,login,2025-03-30 06:26:37.138203
user_4,4,23,192.168.1.193,4,6,login,2025-03-14 04:56:37.148224
user_10,3,49,192.168.1.15,9,6,login,2025-03-25 03:31:37.113542
user_2,12,34,192.168.1.33,7,0,login,2025-03-17 12:19:37.108533
user_7,23,52,192.168.1.20,4,3,login,2025-03-22 23:50:37.157320
user_9,7,105,192.168.1.183,4,1,login,2025-03-20 07:03:37.134188
user_5,10,15,192.168.1.95,3,4,login,2025-03-25 10:44:37.145216
user_5,1,180,192.168.1.228,4,5,login,2025-03-21 03:59:37.106529
user_5,1,180,192.168.1.197,4,3,login,2025-03-24 06:25:37.098494
user_9,11,116,192.168.1.119,3,0,login,2025-03-17 11:46:37.123167
user_7,6,109,192.168.1.143,0,4,login,2025-03-15 06:33:37.118060
user_7,6,116,192.168.1.51,1,2,login,2025-03-13 06:47:37.141208
user_1,15,44,192.168.1.233,1,1,login,2025-04-11 15:47:37.133186
user_5,14,117,192.168.1.153,3,1,login,2025-03-25 14:48:37.149226
user_10,10,11,192.168.1.133,4,4,logout,2025-03-29 10:06:37.153311
user_2,5,27,192.168.1.173,0,5,login,2025-03-22 05:11:37.159324
user_10,2,1,192.168.1.128,2,6,login,2025-04-10 08:43:37.109534
user_7,1,108,192.168.1.76,4,3,login,2025-04-09 01:16:37.124170
user_5,19,99,192.168.1.108,2,6,login,2025-04-01 19:14:37.165334
user_6,2,18,192.168.1.241,2,4,login,2025-04-11 02:47:37.153311
user_2,3,97,192.168.1.245,6,2,login,2025-03-23 03:48:37.105527
user_10,16,18,192.168.1.76,4,3,login,2025-03-30 16:53:37.134188
user_10,17,69,192.168.1.158,4,1,login,2025-03-14 17:40:37.169403
user_6,1,20,192.168.1.214,5,5,login,2025-03-16 01:06:37.100499
user_8,12,19,192.168.1.19,1,4,login,2025-03-17 12:44:37.160326
user_10,20,11,192.168.1.90,3,6,login,2025-04-11 20:00:37.156316
user_5,23,6,192.168.1.116,3,1,login,2025-03-24 23:55:37.141208
user_6,3,8,192.168.1.221,4,4,login,2025-04-11 03:45:37.138203
user_4,16,2,192.168.1.188,4,2,login,2025-03-14 16:49:37.171406
user_7,22,98,192.168.1.241,0,4,login,2025-03-19 22:28:37.132184
user_4,11,4,192.168.1.6,4,0,login,2025-03-31 11:45:37.151229
user_5,23,58,192.168.1.203,2,5,login,2025-03-29 23:23:37.117058
user_5,8,41,192.168.1.32,0,4,login,2025-03-24 08:28:37.147222
user_9,11,100,192.168.1.22,2,6,login,2025-04-03 11:07:37.145216
user_7,22,93,192.168.1.226,0,1,login,2025-04-06 22:57:37.127175
user_1,18,81,192.168.1.182,3,3,login,2025-03-22 18:52:37.135190
user_8,0,16,192.168.1.138,9,2,login,2025-04-06 00:14:37.111538
user_2,0,180,192.168.1.146,1,0,login,2025-03-26 20:16:37.101507
user_7,15,40,192.168.1.145,3,5,login,2025-03-27 15:34:37.135190
user_8,11,79,192.168.1.222,0,0,logout,2025-03-19 11:51:37.116054
user_4,0,0,192.168.1.40,1,6,login,2025-03-31 05:03:37.113542
user_3,12,107,192.168.1.54,8,3,login,2025-03-13 12:00:37.113542
user_3,0,60,192.168.1.238,3,1,login,2025-03-13 00:38:37.175416
user_4,23,49,192.168.1.246,6,4,login,2025-03-15 23:00:37.101507
user_4,14,21,192.168.1.139,1,3,login,2025-03-16 14:38:37.129179
user_1,6,25,192.168.1.160,3,0,logout,2025-03-23 06:10:37.115049
user_5,4,20,192.168.1.77,7,1,login,2025-04-04 04:04:37.098494
user_10,7,33,192.168.1.67,6,0,login,2025-03-16 07:10:37.109534
user_1,20,101,192.168.1.28,2,4,logout,2025-03-22 20:49:37.162329
user_5,12,11,192.168.1.114,4,5,login,2025-04-09 12:13:37.133186
user_9,1,180,192.168.1.72,0,4,login,2025-04-11 09:13:37.102509
user_3,3,54,192.168.1.135,3,6,login,2025-03-23 03:09:37.117058
user_1,22,50,192.168.1.244,1,2,logout,2025-04-08 22:26:37.160326
user_8,11,33,192.168.1.77,4,0,login,2025-03-18 11:17:37.163331
user_5,17,16,192.168.1.231,4,5,login,2025-03-25 17:46:37.137201
user_4,18,15,192.168.1.109,3,0,logout,2025-03-15 18:32:37.157320
user_2,23,106,192.168.1.142,3,5,logout,2025-03-30 23:41:37.116054
user_8,15,107,192.168.1.240,0,4,login,2025-04-10 15:42:37.164333
user_2,4,42,192.168.1.12,2,5,login,2025-03-28 04:57:37.160326
user_6,1,31,192.168.1.76,2,4,login,2025-03-29 01:48:37.143212
user_5,19,73,192.168.1.36,0,4,login,2025-03-24 19:34:37.116054
user_9,4,10,192.168.1.202,1,2,login,2025-03-23 04:29:37.156316
user_8,1,180,192.168.1.234,1,6,login,2025-03-13 12:14:37.098494
user_8,9,114,192.168.1.99,4,4,logout,2025-03-24 09:32:37.120064
user_2,9,18,192.168.1.166,3,6,login,2025-03-14 09:16:37.127175
user_7,23,13,192.168.1.39,0,5,login,2025-03-26 23:41:37.155315
user_4,23,39,192.168.1.145,1,4,login,2025-03-24 23:01:37.174412
user_9,2,1,192.168.1.247,4,6,login,2025-03-24 06:33:37.110536
user_4,12,45,192.168.1.245,2,4,login,2025-04-04 12:37:37.122163
user_1,0,95,192.168.1.156,5,3,login,2025-03-29 00:37:37.099496
user_8,3,56,192.168.1.23,1,2,login,2025-04-10 03:03:37.160326
user_5,1,180,192.168.1.100,0,6,login,2025-03-27 05:39:37.112540
user_2,1,180,192.168.1.140,2,2,login,2025-04-05 00:12:37.109534
user_7,20,18,192.168.1.27,8,4,login,2025-03-27 20:13:37.101507
user_7,18,45,192.168.1.115,9,4,login,2025-03-15 18:07:37.111538
user_2,2,95,192.168.1.17,3,0,login,2025-03-22 02:46:37.153311
user_3,22,78,192.168.1.84,0,3,login,2025-03-30 22:20:37.136199
user_2,23,117,192.168.1.55,4,3,logout,2025-04-02 23:46:37.167399
user_3,9,72,192.168.1.99,3,1,login,2025-03-20 09:41:37.117058
user_1,5,10,192.168.1.56,2,5,login,2025-03-15 05:38:37.131183
user_2,12,44,192.168.1.129,8,4,login,2025-04-06 12:13:37.110536
user_10,3,95,192.168.1.177,4,0,login,2025-03-28 03:58:37.129179
user_5,11,75,192.168.1.109,9,0,login,2025-03-22 11:39:37.111538
user_9,17,14,192.168.1.145,1,4,login,2025-04-10 17:28:37.171406
user_5,16,29,192.168.1.94,3,6,login,2025-04-10 16:54:37.151229
user_7,17,38,192.168.1.240,2,3,login,2025-03-31 17:14:37.146220
user_6,1,180,192.168.1.137,4,4,login,2025-04-08 20:07:37.100499
user_4,23,40,192.168.1.167,2,5,login,2025-03-16 23:11:37.164333
user_9,8,108,192.168.1.132,3,3,login,2025-03-15 08:20:37.164333
user_2,5,91,192.168.1.86,1,3,logout,2025-04-10 05:23:37.153311
user_1,0,27,192.168.1.143,2,6,login,2025-03-22 00:08:37.172408
user_7,13,38,192.168.1.97,1,2,login,2025-03-13 13:13:37.150228
user_2,10,96,192.168.1.33,0,6,login,2025-03-23 10:00:37.170405
user_3,4,113,192.168.1.156,5,1,login,2025-04-02 04:02:37.097491
user_10,6,47,192.168.1.144,0,6,logout,2025-04-08 06:40:37.150228
user_1,7,80,192.168.1.158,9,3,login,2025-04-07 07:28:37.113542
user_10,9,53,192.168.1.55,3,5,login,2025-03-14 09:38:37.168401
user_6,12,34,192.168.1.122,6,2,login,2025-03-28 12:46:37.104512
user_8,19,42,192.168.1.21,3,4,login,2025-03-14 19:04:37.137201
user_7,1,1,192.168.1.17,2,6,login,2025-03-16 08:40:37.099496
user_9,20,38,192.168.1.203,7,0,login,2025-03-28 20:00:37.097491
user_2,7,109,192.168.1.191,0,5,login,2025-03-26 07:52:37.127175
user_7,6,23,192.168.1.174,2,2,login,2025-04-05 06:52:37.156316
user_6,0,32,192.168.1.85,2,2,login,2025-04-07 00:09:37.122163
user_8,18,24,192.168.1.104,2,5,login,2025-04-03 18:54:37.123167
user_6,17,22,192.168.1.234,0,5,login,2025-04-07 17:31:37.130181
user_6,23,78,192.168.1.230,9,6,login,2025-03-28 23:34:37.112540
user_10,14,110,192.168.1.70,2,2,login,2025-04-01 14:18:37.176469
user_2,1,66,192.168.1.74,1,3,login,2025-04-11 01:36:37.164333
user_7,4,61,192.168.1.253,0,2,login,2025-04-09 04:22:37.164333
user_5,0,47,192.168.1.248,0,3,login,2025-03-15 00:39:37.176469
user_10,18,53,192.168.1.191,3,2,login,2025-03-28 18:51:37.132184
user_3,5,38,192.168.1.225,1,5,login,2025-03-15 05:37:37.167399
user_6,1,1,192.168.1.77,1,5,login,2025-03-14 06:26:37.105527
user_10,1,61,192.168.1.161,4,4,login,2025-04-03 01:58:37.145216
user_8,19,98,192.168.1.93,0,5,logout,2025-03-25 19:25:37.131183
user_5,11,81,192.168.1.120,4,5,login,2025-03-17 11:53:37.155315
user_7,19,106,192.168.1.92,4,4,login,2025-03-20 19:28:37.123167
user_1,22,92,192.168.1.113,0,5,login,2025-03-26 22:59:37.173410
user_4,23,98,192.168.1.127,0,4,login,2025-04-01 23:01:37.127175
user_7,23,72,192.168.1.86,0,2,login,2025-03-29 23:39:37.150228
user_8,21,66,192.168.1.160,3,2,login,2025-03-22 21:06:37.123167
user_8,15,84,192.168.1.30,6,2,login,2025-04-07 15:31:37.097491
user_4,20,59,192.168.1.176,1,4,login,2025-04-03 20:31:37.148224
user_9,23,40,192.168.1.81,1,6,login,2025-04-02 23:01:37.148224
user_1,22,59,192.168.1.13,8,3,login,2025-03-23 22:39:37.108533
user_7,21,18,192.168.1.208,0,2,login,2025-04-11 21:02:37.152309
user_1,0,95,192.168.1.137,3,5,login,2025-03-21 00:34:37.161327
user_8,3,59,192.168.1.235,5,6,login,2025-03-29 03:44:37.103511
user_8,0,0,192.168.1.83,4,6,login,2025-03-25 17:04:37.113542
user_5,6,91,192.168.1.250,3,3,login,2025-04-09 06:01:37.166336
user_2,6,82,192.168.1.171,1,6,login,2025-03-27 06:16:37.167399
user_5,18,80,192.168.1.159,2,3,logout,2025-03-25 18:14:37.161327
user_8,20,75,192.168.1.121,1,2,login,2025-03-15 20:19:37.164333
user_6,18,104,192.168.1.29,4,3,login,2025-03-21 18:42:37.166336
user_2,23,68,192.168.1.111,2,5,login,2025-04-08 23:32:37.135190
user_3,3,4,192.168.1.143,2,1,logout,2025-03-30 03:04:37.136199
user_10,2,29,192.168.1.36,0,0,login,2025-03-24 02:12:37.144214
user_8,13,93,192.168.1.98,3,2,login,2025-03-28 13:03:37.139205
user_2,0,180,192.168.1.75,4,6,login,2025-04-09 01:43:37.108533
user_6,22,52,192.168.1.246,0,2,login,2025-04-01 22:16:37.120064
user_10,1,0,192.168.1.82,0,4,login,2025-03-28 10:36:37.110536
user_1,10,67,192.168.1.7,2,0,login,2025-03-20 10:04:37.173410
user_1,11,41,192.168.1.144,1,2,login,2025-04-04 11:54:37.152309
user_10,3,1,192.168.1.194,2,1,logout,2025-04-11 07:12:37.112540
user_6,12,32,192.168.1.129,0,4,login,2025-03-13 12:44:37.141208
user_3,4,103,192.168.1.95,1,2,login,2025-03-16 04:57:37.135190
user_5,22,1,192.168.1.248,2,6,login,2025-03-28 22:33:37.153311
user_6,7,51,192.168.1.93,2,4,login,2025-03-17 07:40:37.145216
user_7,6,29,192.168.1.141,4,4,login,2025-04-05 06:16:37.153311
user_1,21,20,192.168.1.123,8,2,login,2025-03-14 21:22:37.100499
user_8,22,13,192.168.1.211,0,6,login,2025-04-11 22:56:37.155315
user_4,8,35,192.168.1.85,3,4,login,2025-03-25 08:01:37.174412
user_7,23,96,192.168.1.252,3,0,login,2025-03-30 23:12:37.174412
user_10,5,58,192.168.1.231,0,3,login,2025-04-08 05:50:37.152309
user_7,17,8,192.168.1.205,1,5,login,2025-03-13 17:22:37.161327
user_4,2,55,192.168.1.93,4,1,login,2025-03-25 02:26:37.134188
user_3,8,28,192.168.1.181,3,2,login,2025-04-05 08:34:37.147222
user_6,9,18,192.168.1.121,4,0,login,2025-03-31 09:30:37.172408
user_4,22,60,192.168.1.190,4,1,login,2025-04-02 22:58:37.144214
user_9,13,117,192.168.1.67,2,1,logout,2025-03-26 13:26:37.163331
user_2,12,35,192.168.1.98,2,0,login,2025-03-24 12:31:37.158322
user_4,5,31,192.168.1.170,2,1,login,2025-04-08 05:34:37.143212
user_4,6,38,192.168.1.229,3,5,login,2025-04-01 06:24:37.148224
user_2,2,1,192.168.1.151,0,4,login,2025-04-08 09:41:37.105527
user_1,12,48,192.168.1.86,2,5,login,2025-03-14 12:26:37.159324
user_4,12,64,192.168.1.192,3,5,login,2025-04-08 12:37:37.154313
user_7,4,108,192.168.1.72,4,4,login,2025-04-06 04:59:37.144214
user_8,23,97,192.168.1.85,1,0,logout,2025-04-05 23:21:37.162329
user_4,10,27,192.168.1.110,0,4,login,2025-04-11 10:55:37.167399
user_4,0,6,192.168.1.122,2,1,login,2025-04-01 00:13:37.168401
user_10,17,30,192.168.1.97,4,3,login,2025-03-22 17:29:37.150228
user_5,15,67,192.168.1.203,1,6,login,2025-03-26 15:50:37.128177
user_2,15,29,192.168.1.201,1,6,login,2025-03-25 15:05:37.117058
user_4,21,103,192.168.1.239,3,4,login,2025-03-31 21:55:37.161327
user_3,15,7,192.168.1.22,1,4,login,2025-04-04 15:12:37.159324
user_7,5,40,192.168.1.24,2,1,logout,2025-04-02 05:55:37.176469
user_6,2,180,192.168.1.226,1,0,login,2025-03-25 05:23:37.101507
user_9,13,100,192.168.1.64,1,6,login,2025-03-28 13:42:37.138203
user_9,4,20,192.168.1.88,4,5,login,2025-03-21 04:08:37.157320
user_3,18,78,192.168.1.242,3,0,login,2025-03-15 18:25:37.171406
user_5,1,180,192.168.1.157,0,4,login,2025-04-02 08:44:37.107531
user_5,21,94,192.168.1.95,5,0,login,2025-03-26 21:31:37.107531
user_3,12,50,192.168.1.84,2,3,login,2025-03-15 12:06:37.164333
user_5,6,105,192.168.1.253,3,4,logout,2025-04-02 06:14:37.130181
user_9,10,69,192.168.1.240,3,1,logout,2025-03-27 10:20:37.156316
user_5,0,180,192.168.1.142,1,5,login,2025-03-25 16:27:37.098494
user_10,6,91,192.168.1.201,3,0,login,2025-03-29 06:25:37.170405
user_4,17,23,192.168.1.152,2,4,login,2025-04-06 17:30:37.132184
user_9,21,35,192.168.1.67,4,5,login,2025-03-24 21:39:37.171406
user_8,12,93,192.168.1.158,8,1,login,2025-04-01 12:31:37.100499
user_5,19,73,192.168.1.245,4,3,login,2025-03-30 19:34:37.131183
user_1,18,45,192.168.1.154,0,6,login,2025-03-27 18:38:37.155315
user_5,3,65,192.168.1.119,1,3,login,2025-04-11 03:36:37.144214
user_6,16,114,192.168.1.42,1,0,login,2025-04-04 16:03:37.137201
user_9,10,115,192.168.1.29,4,2,login,2025-04-09 10:06:37.121150
user_9,16,64,192.168.1.126,1,2,login,2025-03-24 16:40:37.173410
user_10,3,101,192.168.1.230,2,4,login,2025-03-23 03:55:37.122163
user_5,8,116,192.168.1.26,4,0,login,2025-04-03 08:37:37.154313
user_4,1,94,192.168.1.221,1,6,login,2025-04-07 01:50:37.152309
user_10,21,21,192.168.1.46,9,3,login,2025-03-21 21:46:37.111538
user_2,7,40,192.168.1.163,4,4,login,2025-03-26 07:27:37.160326
user_3,11,39,192.168.1.114,2,2,login,2025-03-25 11:34:37.134188
user_6,1,180,192.168.1.234,4,5,login,2025-03-27 09:31:37.111538
user_3,11,107,192.168.1.235,2,2,login,2025-04-09 11:06:37.143212
user_9,9,92,192.168.1.160,1,2,login,2025-03-25 09:48:37.163331
user_5,19,22,192.168.1.229,3,0,login,2025-04-11 19:26:37.153311
user_6,13,22,192.168.1.210,5,0,login,2025-04-06 13:25:37.110536
user_1,20,47,192.168.1.41,4,3,login,2025-03-13 20:16:37.166336
user_9,7,118,192.168.1.91,4,4,logout,2025-03-16 07:32:37.123167
user_10,19,38,192.168.1.27,0,3,login,2025-03-17 19:43:37.163331
user_6,11,16,192.168.1.48,7,4,login,2025-03-13 11:42:37.107531
user_5,23,70,192.168.1.230,0,5,login,2025-03-15 23:25:37.125171
user_6,0,100,192.168.1.115,3,4,login,2025-04-04 00:42:37.131183
user_1,20,92,192.168.1.42,4,3,login,2025-03-21 20:01:37.117058
user_10,2,94,192.168.1.120,0,5,login,2025-04-08 02:59:37.137201
